id,site,visit,point,length,roundness,L,a,b
S5U76,Sampiruhan,September,5,1053.361,0.428106806,63.22658156,-5.808044736,22.97303976
S5U59,Sampiruhan,September,5,1523.566,0.427172151,77.21898629,-5.37147579,13.67454657
S4U162,Sampiruhan,September,4,2314.877,0.426779138,41.25728555,-8.963920607,13.63448689
S4U304,Sampiruhan,September,4,2210.417,0.426213655,32.52823078,11.72981319,20.5988333
S4U184,Sampiruhan,September,4,1621.449,0.425192876,78.15744609,-10.32125041,19.24440527
S5U70,Sampiruhan,September,5,1135.628,0.424030105,77.22319409,-3.914510028,16.9738797
S4D19,Sampiruhan,September,4,1220.991,0.423942397,83.08775681,-10.04228056,55.76523315
S5U103,Sampiruhan,September,5,1887.195,0.423769104,62.72442514,-4.588134525,23.4205077
S3U5,Sampiruhan,September,3,2073.79,0.423068148,84.01926309,-10.28374908,-6.689137932
S5U75,Sampiruhan,September,5,1182.077,0.422798568,71.98665681,-5.576243141,10.46379416
S4U12,Sampiruhan,September,4,1845.376,0.421145304,66.4372648,-0.38414616,-2.119283835
S4U355,Sampiruhan,September,4,1031.128,0.420459091,58.23854497,-9.920376225,23.79280533
S4U273,Sampiruhan,September,4,1531.041,0.420428292,57.82490308,-20.17704202,18.46957871
S4U354,Sampiruhan,September,4,1434.358,0.420386931,43.52632657,-7.00922205,31.18123978
S5U114,Sampiruhan,September,5,2274.91,0.419814932,42.69528384,-6.183690319,18.70563292
S4U204,Sampiruhan,September,4,931.495,0.41958218,84.08324345,-11.84923416,25.97381132
S4U188,Sampiruhan,September,4,1603.286,0.418375736,64.18948634,-12.76949294,26.32204506
S5U173,Sampiruhan,September,5,1968.718,0.418313163,77.48997434,-9.494078075,13.97772881
S5U117,Sampiruhan,September,5,975.864,0.415788009,36.43069962,2.621257507,32.00075491
S5U178,Sampiruhan,September,5,2016.636,0.414628074,74.03964094,-9.667159921,7.312112841
S5U74,Sampiruhan,September,5,2337.905,0.413821812,41.80970062,-6.483893709,18.07696149
S4U176,Sampiruhan,September,4,1827.254,0.412727596,77.50348014,-10.18898699,21.55057671
S5U243,Sampiruhan,September,5,1278.308,0.412200469,37.55127395,-16.06261641,-5.528180756
S5U210,Sampiruhan,September,5,1380.995,0.411965409,41.10742185,-3.710546735,16.57913608
S4U93,Sampiruhan,September,4,1691.511,0.411449262,67.33598627,-24.36638593,-9.597274742
S4U276,Sampiruhan,September,4,1520.85,0.41114854,42.67141283,-7.846898602,43.49908348
S4U322,Sampiruhan,September,4,364.571,0.410068148,43.87537256,-7.777608956,11.32020423
S4U305,Sampiruhan,September,4,447.344,0.409719776,34.62927697,7.268419034,40.15369183
S1U25,Sampiruhan,September,1,1418.486,0.409657871,64.43821929,-7.040809204,45.56715212
S4U119,Sampiruhan,September,4,1026.706,0.409492078,72.23889699,-10.59751132,17.32762727
S2U40,Sampiruhan,September,2,1522.691,0.408198979,72.39168242,-8.836001298,8.223944146
S5U183,Sampiruhan,September,5,2292.375,0.407354501,63.73062691,-9.031517335,23.5880324
S1U31,Sampiruhan,September,1,1620.138,0.407354501,47.98260829,3.780122891,42.41304959
S5U153,Sampiruhan,September,5,2489.558,0.40180616,70.08809476,-9.774142502,-3.545013419
S4U362,Sampiruhan,September,4,2642.253,0.401207405,35.20802899,-7.000558495,28.00049906
S5U159,Sampiruhan,September,5,1156.169,0.400779163,36.59045747,-12.86989176,0.620083924
S3U17,Sampiruhan,September,3,1039.415,0.4006159,44.13906793,-5.043429695,-36.15740904
S4U300,Sampiruhan,September,4,1973.476,0.400401993,60.14391482,-9.532622161,19.13805686
S4U298,Sampiruhan,September,4,1330.544,0.398237885,36.1747756,-14.97813999,-1.922534032
S1U27,Sampiruhan,September,1,752.078,0.39792611,40.5316224,-7.797947335,7.116811763
S4U182,Sampiruhan,September,4,744.579,0.397472924,66.6830955,-11.87671339,31.33968793
S5U273,Sampiruhan,September,5,2338.362,0.39709894,43.00137866,-4.584463562,17.97891929
S4U308,Sampiruhan,September,4,1292.066,0.397062615,35.56032505,-18.8573102,-1.636445543
S4U342,Sampiruhan,September,4,1033.674,0.396629176,34.78318187,-0.213853449,19.54857991
S5U196,Sampiruhan,September,5,2276.737,0.396489579,41.05851935,-1.718049981,-37.4527797
S3U19,Sampiruhan,September,3,1742.605,0.394829401,42.05212137,-2.790197286,13.08222017
S5U82,Sampiruhan,September,5,1791.471,0.394299095,42.39074227,-10.58613959,27.43267811
S2U26,Sampiruhan,September,2,2426.901,0.39265189,65.47663239,-15.16631031,-36.44424582
S4U223,Sampiruhan,September,4,1613.484,0.391972922,41.13658987,-8.539900741,27.01819495
S4U274,Sampiruhan,September,4,1036.072,0.390972426,38.43850527,-17.93400983,11.90764286
S5U91,Sampiruhan,September,5,910.685,0.390065261,44.23504646,-4.705305618,20.26174972
S5U201,Sampiruhan,September,5,1646.082,0.389212045,43.19976075,-4.98096468,11.02209278
S4U397,Sampiruhan,September,4,1442.933,0.388995817,42.48635314,-9.357944305,18.33564692
S4U152,Sampiruhan,September,4,944.577,0.388821337,57.45245308,-6.877578966,34.33289234
S4U351,Sampiruhan,September,4,664.941,0.386045494,39.13241694,-1.801760671,23.49150152
S5U188,Sampiruhan,September,5,1523.096,0.384860675,39.43733658,-4.427861053,2.481586623
S5U208,Sampiruhan,September,5,711.004,0.384139387,40.56619044,-10.1396912,10.19005581
S5U182,Sampiruhan,September,5,1135.502,0.383757579,76.23114694,-11.30246019,5.560885972
S4U103,Sampiruhan,September,4,977.214,0.383579735,86.61553904,-1.121746146,25.58864986
S1U35,Sampiruhan,September,1,1859.182,0.383182669,82.40253324,-6.653293801,15.1964858
S5U259,Sampiruhan,September,5,1426.447,0.383124683,49.28296049,0.621903226,42.3491983
S1U44,Sampiruhan,September,1,1606.458,0.379636915,42.24147844,-3.468657243,9.068810035
S4U178,Sampiruhan,September,4,666.98,0.379329287,71.14908111,-16.100695,-27.57664048
S4U195,Sampiruhan,September,4,992.561,0.378673457,77.0455086,-10.71944755,21.96764754
S4U400,Sampiruhan,September,4,622.576,0.378486859,29.08950463,8.447552032,24.46275042
S4U165,Sampiruhan,September,4,1152.89,0.377608256,65.09612773,-11.95542732,26.48820672
S3U11,Sampiruhan,September,3,733.246,0.376066383,28.78176759,-5.2116303,-22.79766492
S4U191,Sampiruhan,September,4,584.923,0.375987252,72.4997019,-7.941904179,47.6360029
S4U347,Sampiruhan,September,4,1110.616,0.375971817,39.14835861,-14.26454708,17.82416406
S5U171,Sampiruhan,September,5,2327.033,0.372479987,43.14449386,-8.057327549,18.67896492
S5U157,Sampiruhan,September,5,2106.035,0.370401993,23.89703236,-2.919958113,4.224657881
S4U396,Sampiruhan,September,4,728.303,0.367747321,42.27526632,-8.500138278,20.43801369
S4D20,Sampiruhan,September,4,944.731,0.3672299,62.67372563,-10.23467253,-35.20182203
S5U64,Sampiruhan,September,5,1612.195,0.366759204,55.39454256,-23.52213574,20.11300689
S5U287,Sampiruhan,September,5,573.34,0.365193166,63.56262968,-1.278689391,32.32839544
S4U133,Sampiruhan,September,4,2131.341,0.362181467,61.18726371,-8.219498552,20.63061838
S4U323,Sampiruhan,September,4,769.492,0.361061161,62.05648793,-9.857527282,23.47069389
S4U82,Sampiruhan,September,4,1221.932,0.360989248,60.95635425,-12.42736922,-18.61456989
S5U169,Sampiruhan,September,5,1302.325,0.358267352,41.19283361,-30.78428097,2.763442566
S4U356,Sampiruhan,September,4,1703.649,0.358219373,40.01154843,-7.95590899,26.7276583
S4U70,Sampiruhan,September,4,3823.133,0.357397515,49.32270265,4.140248697,18.12734795
S5U137,Sampiruhan,September,5,1417.315,0.354571719,69.32990783,-5.673116644,8.250102307
S5U198,Sampiruhan,September,5,1338.781,0.353605739,40.34104263,-12.60524963,1.188617746
S5U124,Sampiruhan,September,5,1789.655,0.352965391,43.73713623,-9.963347376,5.007240783
S4U192,Sampiruhan,September,4,1456.431,0.352764987,84.90707418,-10.01094449,13.3998657
S4U235,Sampiruhan,September,4,2024.21,0.351729938,42.84866576,-19.10589148,21.51220673
S4U128,Sampiruhan,September,4,1910.315,0.35060361,78.08057525,-7.258041086,21.36024448
S4U180,Sampiruhan,September,4,903.89,0.349147322,58.06099368,-10.35138378,-36.25287286
S4U245,Sampiruhan,September,4,1145.918,0.346507024,59.81205416,-5.53062897,20.46436284
S5U281,Sampiruhan,September,5,1711.446,0.346343398,42.51716264,-7.316521469,21.38544598
S5U191,Sampiruhan,September,5,1746.195,0.342360448,35.84216614,-3.461306596,22.64702626
S5U258,Sampiruhan,September,5,1194.38,0.341579957,27.082174,27.47328587,36.71195682
S4U234,Sampiruhan,September,4,1976.524,0.341537081,35.56026854,9.243957572,39.87771095
S4U309,Sampiruhan,September,4,1222.774,0.340151109,32.91125593,-16.09561637,-8.772949951
S5U280,Sampiruhan,September,5,1239.652,0.339323205,61.91336292,-1.28100986,24.61399258
S4U144,Sampiruhan,September,4,1163.831,0.338670848,79.81388406,-7.397170887,18.98114625
S5U260,Sampiruhan,September,5,1283.085,0.338442431,31.54357056,-10.93422001,-12.73283399
S5U205,Sampiruhan,September,5,980.143,0.337417708,41.58700047,-5.301825733,15.39556762
S5U133,Sampiruhan,September,5,954.974,0.337235962,73.82244457,-6.202894742,16.40452837
S4U390,Sampiruhan,September,4,529.977,0.336730804,41.57978903,-8.028962299,22.4501514
S5U94,Sampiruhan,September,5,2320.587,0.336646255,60.48698322,-7.972564343,21.34373578
S5U179,Sampiruhan,September,5,2033.773,0.336238039,40.30529154,-12.71477002,22.37357891
S3U20,Sampiruhan,September,3,1239.785,0.336225606,68.52242346,-4.216186925,8.774981962
S5U253,Sampiruhan,September,5,1880.869,0.334970853,28.63567622,16.7223816,16.12465824
S5U214,Sampiruhan,September,5,1431.448,0.33392771,32.48211264,-12.30048129,-15.78160463
S4U86,Sampiruhan,September,4,1485.259,0.333828096,69.67613084,-20.85965788,-24.93964868
S4U138,Sampiruhan,September,4,1933.738,0.333283931,64.61985947,-5.21955044,31.46092967
S4U155,Sampiruhan,September,4,977.214,0.333236181,59.71705607,-6.466029442,25.9057192
S4U374,Sampiruhan,September,4,1013.346,0.332864064,40.85031774,-9.398669979,18.47643799
S5U79,Sampiruhan,September,5,1917.58,0.331972922,40.16688446,-14.82542083,11.35659378
S5U285,Sampiruhan,September,5,1229.014,0.329749855,42.38135749,-9.745545086,16.39157468
S4U189,Sampiruhan,September,4,1364.349,0.32882065,75.42105312,-13.28366299,19.61180839
S4U268,Sampiruhan,September,4,773.646,0.328454235,59.44193333,-4.997038383,15.41609741
S5U163,Sampiruhan,September,5,2148.926,0.327523699,39.03618598,0.459919181,-37.04343022
S5U145,Sampiruhan,September,5,1396.411,0.32614061,58.58527992,-14.33722021,-10.2095315
S5U63,Sampiruhan,September,5,1518.798,0.325964841,63.80225253,-3.602261964,30.41459415
S4U221,Sampiruhan,September,4,1075.155,0.325610539,58.22481096,-13.35143785,-27.44998684
S4U126,Sampiruhan,September,4,1151.024,0.325502355,38.55051847,-12.88032158,-3.350525756
S4U80,Sampiruhan,September,4,2276.109,0.325382154,78.02256408,-17.86020586,11.32199304
S5U89,Sampiruhan,September,5,1568.204,0.325236677,42.70767146,-4.950503424,6.654809906
S4U349,Sampiruhan,September,4,917.002,0.325079836,41.56312278,-6.452014095,28.74580394
S5U138,Sampiruhan,September,5,1684.417,0.324062773,41.68447328,-3.212173419,20.37663518
S4U328,Sampiruhan,September,4,624.18,0.323752296,44.57956427,-9.031386172,18.85029848
S5U204,Sampiruhan,September,5,646.702,0.323672126,37.10006853,-16.16002195,12.52087189
S4U259,Sampiruhan,September,4,587.18,0.323606798,43.48380362,-10.21426974,14.92293304
S5U269,Sampiruhan,September,5,2228.033,0.320899332,40.98286999,-3.919890066,12.14684084
S5U162,Sampiruhan,September,5,1002.097,0.319808846,22.69340249,3.876830224,-30.49905161
S4U185,Sampiruhan,September,4,1266.086,0.318971672,83.93849757,-10.03231622,18.39890248
S4U67,Sampiruhan,September,4,3748.064,0.317415045,73.18478497,1.809625024,-3.696414139
S4U316,Sampiruhan,September,4,718.106,0.317141945,34.50755876,-13.62674809,-10.75878194
S4U376,Sampiruhan,September,4,869.928,0.315965265,43.8517403,-9.096578273,24.84825153
S4U284,Sampiruhan,September,4,1071.081,0.314314022,62.74403535,-10.39279038,25.50776692
S4U132,Sampiruhan,September,4,1828.036,0.313324961,43.71747027,-22.58975137,10.7886138
S3U18,Sampiruhan,September,3,519.512,0.312838679,66.19017523,-17.53734965,-25.28885332
S4U194,Sampiruhan,September,4,898.431,0.312757449,83.26351039,-9.740423716,17.43807553
S3U9,Sampiruhan,September,3,521.529,0.312071728,39.27930787,2.979989016,-42.68488682
S4U147,Sampiruhan,September,4,1108.793,0.309549797,81.44861528,-6.555033524,20.25860032
S4U127,Sampiruhan,September,4,1206.084,0.30896357,79.01852432,-7.542509006,16.76226478
S5U165,Sampiruhan,September,5,1001.318,0.308561889,24.45297689,4.190431683,-32.88723254
S5U139,Sampiruhan,September,5,2127.802,0.307926459,38.9736008,-8.679902209,21.30771175
S4U312,Sampiruhan,September,4,457.402,0.30784396,29.15511295,-8.585982392,-19.65786789
S5U154,Sampiruhan,September,5,1566.951,0.305928108,39.83437,-12.9058951,-0.808049275
S4U166,Sampiruhan,September,4,1165.242,0.305697999,78.19297664,-11.84232384,17.6433211
S4U271,Sampiruhan,September,4,2033.407,0.304764787,41.82088316,-11.67974531,30.51902927
S5U119,Sampiruhan,September,5,1370.966,0.304596424,43.09161201,-5.569854303,11.46084775
S4U311,Sampiruhan,September,4,1103.352,0.304318567,36.68064666,-4.527177171,42.84159815
S4U314,Sampiruhan,September,4,1468.306,0.303849105,30.85221016,-12.31265437,-13.81969628
S5U250,Sampiruhan,September,5,1381.941,0.303719776,58.56534846,-1.742858577,14.81284229
S4U85,Sampiruhan,September,4,763.744,0.303485558,47.50706855,34.79381907,51.21547692
S3U15,Sampiruhan,September,3,1549.556,0.302374606,33.42444559,-12.43541953,-11.77201301
S4U95,Sampiruhan,September,4,1306.528,0.302034343,64.87345709,-11.40147618,29.46235909
S2U39,Sampiruhan,September,2,1818.745,0.301065093,73.61874845,-8.266098784,8.926129253
S2U42,Sampiruhan,September,2,1256.792,0.299307849,39.37906089,-6.748981659,1.729615072
S5U118,Sampiruhan,September,5,812.065,0.299283286,59.17549634,-5.246509295,24.64328431
S4U340,Sampiruhan,September,4,1719.978,0.299071391,61.15609362,-10.53425117,22.76605467
S5U68,Sampiruhan,September,5,792.951,0.298229289,41.56667654,-8.614152767,29.77192899
S4U250,Sampiruhan,September,4,1689.79,0.29809894,40.65923648,-4.232374551,20.73824686
S4U310,Sampiruhan,September,4,1014.211,0.297792587,32.88527551,-20.40258802,0.085940949
S4U385,Sampiruhan,September,4,1015.865,0.29766001,39.7658886,-8.69714007,19.4052649
S4U260,Sampiruhan,September,4,1562.313,0.297579957,71.65703043,-15.79287562,1.474807405
S5U212,Sampiruhan,September,5,2770.614,0.296245199,52.91488514,-23.16562655,6.809837459
S4U131,Sampiruhan,September,4,1118.995,0.296105642,38.6115604,-4.353219178,23.89323917
S4U193,Sampiruhan,September,4,1004.272,0.295757579,81.10284341,-10.03611545,19.68596828
S4U96,Sampiruhan,September,4,1268.42,0.294716464,83.8955622,-21.51263615,17.02735058
S4U77,Sampiruhan,September,4,1042.234,0.294400166,44.34109856,17.93611989,48.69685218
S4U78,Sampiruhan,September,4,1673.959,0.293326364,70.56213324,-19.69017396,-26.32136213
S5U86,Sampiruhan,September,5,1478.647,0.292109654,41.18083255,-3.655826542,20.27393359
S4U313,Sampiruhan,September,4,708.277,0.290149335,35.79302885,-0.40325184,35.51884182
S4U283,Sampiruhan,September,4,1554.738,0.289787125,73.95824613,-17.17559599,1.54708637
S4U317,Sampiruhan,September,4,1393.506,0.288580341,41.34590736,-17.93883726,15.96108612
S5U168,Sampiruhan,September,5,1065.146,0.28687887,37.28120723,-13.18243712,-2.755620518
S4U90,Sampiruhan,September,4,602.298,0.286733899,89.0241874,-21.3824302,9.082164135
S5U284,Sampiruhan,September,5,1127.981,0.286374782,41.00986571,-8.13615523,13.91256611
S5U84,Sampiruhan,September,5,972.528,0.286221348,43.34755396,-6.487415477,13.01397319
S5U275,Sampiruhan,September,5,1542.973,0.285870396,39.32119216,1.941642222,11.76469894
S4U367,Sampiruhan,September,4,1250.759,0.285516831,39.25402328,-5.500921053,26.97453599
S5U167,Sampiruhan,September,5,2058.475,0.284820774,30.75205489,-12.63765433,-15.26822949
S5U254,Sampiruhan,September,5,1322.802,0.28382065,40.19051076,-4.413411124,19.50331507
S5U283,Sampiruhan,September,5,2116.3,0.283084234,39.79682589,-9.118535696,3.545042687
S5U193,Sampiruhan,September,5,2462.174,0.281354311,22.55872505,28.32020863,24.57666569
S5U194,Sampiruhan,September,5,1117.927,0.28096357,64.19973136,-6.005096402,39.83624304
S5U108,Sampiruhan,September,5,838.302,0.278984546,62.31340451,-6.977675891,27.7629244
S4U382,Sampiruhan,September,4,1156.417,0.278486083,41.42369502,-8.785210355,21.63503742
S4U87,Sampiruhan,September,4,802.292,0.278267786,62.93878651,-14.21854016,-28.62683406
S4U108,Sampiruhan,September,4,1612.986,0.276341016,62.09925874,-5.518590364,20.29119315
S5U184,Sampiruhan,September,5,1282.807,0.275222992,76.42801814,-7.538953748,14.11771421
S4U337,Sampiruhan,September,4,1900.492,0.274835444,43.07174716,-8.627501862,20.92387374
S4U129,Sampiruhan,September,4,1984.28,0.27351327,61.51166543,-8.643805372,22.19094867
S4U388,Sampiruhan,September,4,637.77,0.268572792,39.00795129,-8.407806235,20.17641306
S5U69,Sampiruhan,September,5,1183.15,0.267641013,39.66110381,-3.215546585,22.97283764
S4D23,Sampiruhan,September,4,806.394,0.266614619,40.53262103,-14.98774045,10.65174059
S5U134,Sampiruhan,September,5,1171.746,0.266606798,38.36277729,-15.34218659,6.919296899
S4U79,Sampiruhan,September,4,1684.311,0.266071391,78.91461463,-19.02626421,12.59075451
S5U177,Sampiruhan,September,5,1047.624,0.265066691,69.98532828,-15.50507084,6.233895429
S4U280,Sampiruhan,September,4,1042.712,0.264502355,61.97711277,-10.25921627,23.35081163
S5U125,Sampiruhan,September,5,1182.906,0.26342684,66.94948913,-14.61173475,33.74106735
S4U252,Sampiruhan,September,4,1532.09,0.263409101,68.17878585,-15.91039484,11.38619967
S4U84,Sampiruhan,September,4,1531.763,0.262762852,67.68685489,-11.07608918,-36.81242496
S4U171,Sampiruhan,September,4,962.055,0.261759434,84.85552573,-7.605980171,22.41443974
S5U257,Sampiruhan,September,5,743.468,0.259453917,40.76243251,-1.705876755,20.35749848
S5U213,Sampiruhan,September,5,3127.438,0.256873257,56.36939704,-19.20338552,13.01551361
S4U164,Sampiruhan,September,4,1183.487,0.255341016,81.36301622,-10.1957781,16.30419641
S5U264,Sampiruhan,September,5,1855.816,0.254970853,43.33081225,-6.391038099,11.17794587
S4U265,Sampiruhan,September,4,2182.21,0.25318772,62.33127933,-10.66393686,26.58767585
S4U212,Sampiruhan,September,4,908.638,0.25310857,84.09972982,-10.54830987,13.82026779
S4U263,Sampiruhan,September,4,2138.684,0.251539773,75.03053061,-7.696868946,18.64209838
S1U33,Sampiruhan,September,1,1323.318,0.249157473,60.24525246,-9.612020975,25.98379739
S5U209,Sampiruhan,September,5,488.352,0.249112142,37.2055699,-12.66135898,8.41101762
S4U398,Sampiruhan,September,4,1628.239,0.248076535,42.38135749,-9.745545086,16.39157468
S5U127,Sampiruhan,September,5,995.834,0.243212966,61.56369743,-25.52577293,4.394272749
S4U228,Sampiruhan,September,4,900.465,0.24220199,71.9220968,-8.84816003,45.4232578
S5U67,Sampiruhan,September,5,1147.659,0.241676599,60.2438668,-7.14163078,19.90036904
S4U395,Sampiruhan,September,4,1116.714,0.241559155,60.69408711,-10.54222811,18.19509536
S4U174,Sampiruhan,September,4,590.939,0.2400927,77.6971314,-11.07836298,21.80302699
S4U288,Sampiruhan,September,4,865.642,0.239716464,40.95810264,-9.960861223,34.72037746
S4U358,Sampiruhan,September,4,1235.424,0.238565821,73.31757939,-10.96521959,19.94375773
S5U211,Sampiruhan,September,5,2115.867,0.238504284,40.66407252,-10.89986736,24.6311257
S4U289,Sampiruhan,September,4,1640.269,0.238356068,36.11012938,-6.514364074,25.21747429
S4U239,Sampiruhan,September,4,1084.549,0.237736021,57.97382888,-5.618715892,26.33967696
S4U243,Sampiruhan,September,4,784.035,0.237190438,40.8765028,-25.32171834,8.503770898
S4U214,Sampiruhan,September,4,876.15,0.235969599,33.12043982,4.271214423,13.67337818
S4U325,Sampiruhan,September,4,1873.696,0.235074508,38.69840403,-7.828117721,19.77594733
S4U240,Sampiruhan,September,4,1698.565,0.234447307,66.42118291,-9.35573161,10.65110474
S4U231,Sampiruhan,September,4,1186.06,0.234063508,40.23710147,-15.02680043,17.49607645
S4U266,Sampiruhan,September,4,1567.794,0.226832457,79.46436441,-6.909754853,14.71743293
S4U324,Sampiruhan,September,4,1382.894,0.225894583,41.20111476,-14.16399848,17.64288346
S4U244,Sampiruhan,September,4,1453.316,0.225796869,43.02495682,-6.076009393,13.17050407
S4U255,Sampiruhan,September,4,959.305,0.225526044,30.98647505,-7.94397247,12.90616313
S5U238,Sampiruhan,September,5,1724.572,0.223871211,61.44704737,-5.387334602,24.97088598
S4U293,Sampiruhan,September,4,1869.651,0.22334037,37.69530765,-8.733727019,19.59535762
S5U174,Sampiruhan,September,5,1006.092,0.222567829,31.42238912,-7.952646674,-19.30598114
S4U270,Sampiruhan,September,4,1020.072,0.222516615,40.95442835,-18.41206339,21.91364173
S5U176,Sampiruhan,September,5,2101.653,0.21822121,69.8170078,-14.25444144,4.896773117
S4U331,Sampiruhan,September,4,1464.509,0.217472839,42.90690173,-7.44765479,21.90583568
S2U29,Sampiruhan,September,2,3300.008,0.217142914,81.89355666,-0.331413223,-1.074481772
S5U121,Sampiruhan,September,5,1529.268,0.215951073,36.72868182,-1.629688116,28.97241198
S5U248,Sampiruhan,September,5,1560.11,0.215757579,41.48360122,-10.19490521,16.33479815
S4U378,Sampiruhan,September,4,779.322,0.215205888,38.08335371,-7.130738185,25.42666577
S5U180,Sampiruhan,September,5,2106.366,0.212222992,67.98779614,-8.781182009,9.020060955
S4U200,Sampiruhan,September,4,981.325,0.211476475,85.91185134,-10.47015069,14.84484781
S5U274,Sampiruhan,September,5,1370.362,0.21038933,39.3059675,-9.317297956,24.06280365
S4U158,Sampiruhan,September,4,930.598,0.210019223,80.22072318,-10.30174277,14.1178541
S5U181,Sampiruhan,September,5,1395.352,0.207814735,37.32914257,-20.06463883,14.59013622
S4U226,Sampiruhan,September,4,1601.876,0.20509894,61.98665132,-7.913678975,19.51306574
S5U266,Sampiruhan,September,5,1727.65,0.204046912,39.88778687,-11.09988867,5.498366257
S4U172,Sampiruhan,September,4,916.933,0.202817373,77.96418283,-7.923519814,22.25496876
S5U286,Sampiruhan,September,5,1641.437,0.201387363,40.70376467,-7.779618552,15.91475453
S4U198,Sampiruhan,September,4,1116.696,0.201228634,84.35891914,-9.156787346,13.15650565
S4U150,Sampiruhan,September,4,1345.721,0.200820651,64.49758978,-7.151247194,24.69637879
S5U120,Sampiruhan,September,5,1550.014,0.200450925,41.31376084,-5.78835614,6.447409067
S5U192,Sampiruhan,September,5,2316.929,0.197724375,33.22321496,7.428270641,3.663034114
S5U128,Sampiruhan,September,5,2382.604,0.197718235,42.14836787,-4.866623129,19.18090108
S4U232,Sampiruhan,September,4,1920.883,0.197229289,72.10283187,-9.223937894,15.51701124
S4U285,Sampiruhan,September,4,865.236,0.196307737,63.38091961,-14.98687946,55.71191068
S4U344,Sampiruhan,September,4,1441.721,0.195639455,41.43474863,-6.945136116,26.32398711
S5U107,Sampiruhan,September,5,876.914,0.195061161,38.03532494,-26.92054004,-1.833315343
S4U130,Sampiruhan,September,4,1581.811,0.194693331,79.43144458,-6.955157652,13.587519
S5U189,Sampiruhan,September,5,527.863,0.192803289,40.12429483,-30.28891597,5.505337226
S4U391,Sampiruhan,September,4,1578.72,0.192267526,34.23216198,-7.535078646,25.66246659
S4U115,Sampiruhan,September,4,1185.721,0.192085608,39.43194236,-4.923164788,32.11350382
S5U110,Sampiruhan,September,5,1302.287,0.191657092,43.6285297,-7.445748952,16.38822213
S4U257,Sampiruhan,September,4,963.387,0.190524624,40.99374937,-11.50001352,3.405910554
S5U96,Sampiruhan,September,5,1141.413,0.187289707,59.04193105,-4.555233238,31.64405168
S4U307,Sampiruhan,September,4,1119.64,0.186752989,33.42181997,-14.38116624,-14.98418361
S5U146,Sampiruhan,September,5,440.259,0.184773007,27.36205112,1.760914273,-26.92726811
S4U353,Sampiruhan,September,4,1559.849,0.184739275,60.04879082,-10.27210676,21.7986773
S4U136,Sampiruhan,September,4,1453.454,0.180502355,77.31887057,-8.835354809,17.00005252
S5U131,Sampiruhan,September,5,1763.422,0.180115775,59.61852217,-6.098150241,16.21136866
S5U147,Sampiruhan,September,5,2423.452,0.178951073,39.43638361,-27.11927093,9.469863168
S4U303,Sampiruhan,September,4,1580.479,0.176897124,40.32973115,-12.07115483,16.49628937
S4U292,Sampiruhan,September,4,1461.436,0.172918344,33.72133734,-2.692789391,-5.424382844
S4U294,Sampiruhan,September,4,1788.543,0.169539477,42.8685087,-9.776050635,21.78858086
S4U275,Sampiruhan,September,4,1777.579,0.169454228,41.17078302,-8.030991295,22.48953181
S5U158,Sampiruhan,September,5,2230.368,0.166612736,40.32030893,-10.13762737,19.52215683
S5U240,Sampiruhan,September,5,1538.645,0.157476475,68.02758726,-10.747311,11.27243932
S4U281,Sampiruhan,September,4,876.263,0.150492078,63.2369947,-9.71329383,24.54746284
S5U144,Sampiruhan,September,5,1569.535,0.150158016,41.17677709,-16.4432599,15.16118968
S5U115,Sampiruhan,September,5,1398.54,0.148569177,34.67223439,-9.117414289,-2.81370041
S4U153,Sampiruhan,September,4,1352.379,0.144633539,61.62283317,-4.768053049,27.98855056
S1D1,Sampiruhan,September,1,1667.6,0.142523699,24.50458531,-4.612207883,6.413484436
S5U150,Sampiruhan,September,5,829.634,0.140372772,37.66492982,-6.664077116,19.01201371
S4U338,Sampiruhan,September,4,1099.071,0.137391911,43.59782579,-8.148014495,22.81125592
S4U375,Sampiruhan,September,4,1379.395,0.135211754,35.58098341,-7.628791558,34.93322325
S5U143,Sampiruhan,September,5,830.327,0.1320933,38.39096881,-16.04503938,14.9321733
S5U262,Sampiruhan,September,5,1768.279,0.124222992,40.62843886,-16.03967893,4.021102963
S5U87,Sampiruhan,September,5,831.608,0.120808846,38.85532942,-12.26711247,5.210414338
S4U377,Sampiruhan,September,4,959.765,0.119203786,43.64738188,-18.36762968,13.77234582
S5U206,Sampiruhan,September,5,1289.365,0.095879611,71.32469455,-5.219524511,10.61471373
S2U38,Sampiruhan,September,2,1271.898,0.094825461,29.92018672,-5.716495224,3.058741836
S4U137,Sampiruhan,September,4,850.147,0.070537688,40.99702486,-10.83050421,18.63936952
T2U3,San Isidro,September,2,3420.827,0.887399967,94.93364562,-2.059607779,11.79681477
T2U4,San Isidro,September,2,2983.644,0.885404204,98.35067326,-1.47881987,4.318239887
T2U5,San Isidro,September,2,3392.527,0.850071391,96.53517685,-2.456779203,9.435157551
T1U11,San Isidro,September,1,2154.011,0.825062599,43.59294533,-11.5333437,12.0422944
T1U30,San Isidro,September,1,2599.896,0.781623118,41.23590624,-4.173480862,6.982759821
T1U8,San Isidro,September,1,2599.727,0.774547204,38.1161189,-25.09276967,9.471074328
T1U33,San Isidro,September,1,659.081,0.738380982,64.11814771,-9.603608307,31.1990359
T1U2,San Isidro,September,1,2305.296,0.734459199,40.8750285,-14.12278803,22.5056927
