;ATR-Messbar(0,1);Form(Faser, Fragment, Kugel);Farbe;Analyse;Sicherheit (0,x,1);Kommentar;Bearbeiter/in;Datum;Länge;Breite
gr1mm_ML3_nass_5-20cm_001;1;Faser;schwarz;x;x;;Hannah;24.01.2020;;
gr1mm_ML3_nass_5-20cm_002;1;Faser;beige;x;x;;Hannah;24.01.2020;;
gr1mm_ML3_nass_5-20cm_003;1;Faser;schwarz;PET;1;;Hannah;24.01.2020;6916;57
gr1mm_ML3_nass_5-20cm_004;1;Faser;beige;x;x;;Hannah;24.01.2020;;
