Data ID:;D:\Image_Lab_Daten\mrolf2\0-5_ML\ML2.1_0-5_1-8_5v5\ML2.1_0-5_1-8_5v5.ilab
Date of Export:;2021-04-20 11:45:13
Classes:;24
Particles on File:;48106

Particle Classes:
;Class;Class Name;Class ID;No. of Particles
;1;PU;PU;2
;2;PET;PET;0
;3;PA;PA;2
;4;PC;PC;1
;5;PMMA;PMMA;5
;6;PVC;PVC;2
;7;PE;PE;150
;8;PP;PP;47
;9;POM;POM;9
;10;ABS;ABS;3
;11;PAN;PAN;0
;12;PS;PS;30
;13;PBT;PBT;0
;14;PPSU;PPSU;1
;15;CA;CA;0
;16;EVAc;EVAc;7
;17;PEEK;PEEK;0
;18;EVOH;EVOH;4
;19;PSU;PSU;0
;20;SILICONE;SI;0
;21;Substrat;Substrate;40317
;22;Non-Polymer;Non-Polymer;7526
;23;PLA;PLA;0
;24;PLA-PBAT;PLAPBAT;0

Export Filter Parameters:
;Minimum Size:;1
;Minimum Relevance:;0,00000000000000
;Minimum Aux. Parameter:;0,00000000000000
;Selected Classes:;[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24]
;No. Exported Particles:;263

Particle Properties:
;Particle;Size [px];Area [µm²];Class Idx;Class Name;XPos [px];YPos [px];Left Edge [px];Right Edge [px];Bottom Edge [px];Top Edge [px];CenterX [px];CenterY [px];PC1LdX;PC1LdY;Length [px];Width [px];Aspect;Direction [°];Relevance;Similarity;Done;Polymer;Shape;Length;Width;Comment
;00001;1;122,102499999944;1;PU;733;856;733;733;856;856;733;856;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44508778286685;0,00000000000000;;"";"";"";"";""
;00002;1;122,102499999944;1;PU;741;846;741;741;846;846;741;846;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,25172324151974;0,00000000000000;;"";"";"";"";""
;00003;1;122,102499999944;3;PA;478;851;478;478;851;851;478;851;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42390765258929;0,00000000000000;;"";"";"";"";""
;00004;2;244,204999999887;3;PA;764;283;764;765;283;283;764;283;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,29155555555556;0,00000000000000;;"";"";"";"";""
;00005;2;244,204999999887;4;PC;818;461;818;818;461;462;818;462;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,34878740371006;0,00000000000000;;"";"";"";"";""
;00006;1;122,102499999944;5;PMMA;143;539;143;143;539;539;143;539;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39210431525926;0,00000000000000;;"";"";"";"";""
;00007;1;122,102499999944;5;PMMA;175;865;175;175;865;865;175;865;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,31657601770358;0,00000000000000;;"";"";"";"";""
;00008;1;122,102499999944;5;PMMA;176;864;176;176;864;864;176;864;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,75776000000000;0,00000000000000;OK;"";"fragment";"42";"35";""
;00009;4;488,409999999775;5;PMMA;491;924;491;492;924;925;492;924;1,00000000000000;0,00000000000000;2,00000000000000;2,00000000000000;1,00000000000000;0,00000000000000;0,49438473583345;0,00000000000000;OK;"";"bead";"45";"45";""
;00010;1;122,102499999944;5;PMMA;492;125;492;492;125;125;492;125;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,26856361039266;0,00000000000000;;"";"";"";"";""
;00011;1;122,102499999944;6;PVC;322;932;322;322;932;932;322;932;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,20598953001805;0,00000000000000;;"";"";"";"";""
;00012;3;366,307499999831;6;PVC;732;853;732;733;853;854;732;853;0,70710678118655;-0,70710678118655;2,41421356237311;1,70710678118644;1,41421356237319;135,000000000000;0,26453333333333;0,00000000000000;;"";"";"";"";""
;00013;1;122,102499999944;7;PE;93;820;93;93;820;820;93;820;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,49670700246914;0,00000000000000;;"";"";"";"";""
;00014;1;122,102499999944;7;PE;145;551;145;145;551;551;145;551;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41512277333333;0,00000000000000;;"";"";"";"";""
;00015;1;122,102499999944;7;PE;146;550;146;146;550;550;146;550;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,47452918518519;0,00000000000000;;"";"";"";"";""
;00016;1;122,102499999944;7;PE;164;286;164;164;286;286;164;286;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46482962962963;0,00000000000000;;"";"";"";"";""
;00017;1;122,102499999944;7;PE;165;108;165;165;108;108;165;108;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,55519728071111;0,00000000000000;;"";"";"";"";""
;00018;21;2564,15249999882;7;PE;169;741;169;174;739;743;172;741;0,97014250014533;-0,24253562503633;6,09324812576301;5,36564125065411;1,13560483102000;165,963756532074;0,76413155555556;0,00000000000000;OK;"";"fragment";"115";"80";""
;00019;20;2442,04999999887;7;PE;176;610;176;184;610;612;180;611;0,99997016715778;7,72429896163232E-03;9,01520993518548;3,05401042704693;2,95192506723126;0,44257413128898;0,49391765680988;0,00000000000000;OK;"";"fragment";"139";"48";""
;00020;2;244,204999999887;7;PE;180;609;180;181;609;609;180;609;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,48145066666667;0,00000000000000;;"";"";"";"";""
;00021;2;244,204999999887;7;PE;194;670;194;195;670;670;194;670;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,40726512829630;0,00000000000000;;"";"";"";"";""
;00022;2;244,204999999887;7;PE;241;335;241;242;335;335;242;335;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,43733333333333;0,00000000000000;;"";"";"";"";""
;00023;4;488,409999999775;7;PE;248;555;248;249;555;557;248;556;0,00000000000000;1,00000000000000;3,00000000000000;2,00000000000000;1,50000000000000;90,0000000000000;0,62059140740741;0,00000000000000;;"";"";"";"";""
;00024;2;244,204999999887;7;PE;248;560;248;249;560;560;248;560;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,49937777777778;0,00000000000000;;"";"";"";"";""
;00025;1;122,102499999944;7;PE;249;554;249;249;554;554;249;554;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,43750555243457;0,00000000000000;;"";"";"";"";""
;00026;1;122,102499999944;7;PE;261;786;261;261;786;786;261;786;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,42944000000000;0,00000000000000;;"";"";"";"";""
;00027;1;122,102499999944;7;PE;266;310;266;266;310;310;266;310;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,49068864428563;0,00000000000000;;"";"";"";"";""
;00028;17;2075,74249999904;7;PE;272;420;272;276;415;420;275;418;-0,49353051976241;0,86972847835577;6,82923395106610;4,59624647459208;1,48582848827144;119,572897747051;0,30168894920516;0,00000000000000;OK;"";"fragment";"75";"61";""
;00029;1;122,102499999944;7;PE;278;534;278;278;534;534;278;534;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,51899824355556;0,00000000000000;;"";"";"";"";""
;00030;1;122,102499999944;7;PE;281;896;281;281;896;896;281;896;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,48805357037037;0,00000000000000;;"";"";"";"";""
