Data ID:;D:\Image_Lab_Daten\mrolf2\0-5_ML\ML2.1_0-5_1-8_4v5\ML2.1_0-5_1-8_4v5.ilab
Date of Export:;2021-04-20 11:44:21
Classes:;24
Particles on File:;9212

Particle Classes:
;Class;Class Name;Class ID;No. of Particles
;1;PU;PU;24
;2;PET;PET;5
;3;PA;PA;1
;4;PC;PC;8
;5;PMMA;PMMA;18
;6;PVC;PVC;18
;7;PE;PE;212
;8;PP;PP;98
;9;POM;POM;11
;10;ABS;ABS;4
;11;PAN;PAN;0
;12;PS;PS;169
;13;PBT;PBT;0
;14;PPSU;PPSU;1
;15;CA;CA;0
;16;EVAc;EVAc;17
;17;PEEK;PEEK;3
;18;EVOH;EVOH;1
;19;PSU;PSU;0
;20;SILICONE;SI;0
;21;Substrat;Substrate;10
;22;Non-Polymer;Non-Polymer;8612
;23;PLA;PLA;0
;24;PLA-PBAT;PLAPBAT;0

Export Filter Parameters:
;Minimum Size:;1
;Minimum Relevance:;0,00000000000000
;Minimum Aux. Parameter:;0,00000000000000
;Selected Classes:;[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24]
;No. Exported Particles:;590

Particle Properties:
;Particle;Size [px];Area [µm²];Class Idx;Class Name;XPos [px];YPos [px];Left Edge [px];Right Edge [px];Bottom Edge [px];Top Edge [px];CenterX [px];CenterY [px];PC1LdX;PC1LdY;Length [px];Width [px];Aspect;Direction [°];Relevance;Similarity;Done;Polymer;Shape;Length;Width;Comment
;00001;1;122,102499999944;1;PU;90;393;90;90;393;393;90;393;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38788663090919;0,00000000000000;;"";"";"";"";""
;00002;1;122,102499999944;1;PU;157;241;157;157;241;241;157;241;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,35846161732477;0,00000000000000;;"";"";"";"";""
;00003;1;122,102499999944;1;PU;208;219;208;208;219;219;208;219;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,31046716538856;0,00000000000000;;"";"";"";"";""
;00004;1;122,102499999944;1;PU;218;274;218;218;274;274;218;274;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,51626666666667;0,00000000000000;;"";"";"";"";""
;00005;1;122,102499999944;1;PU;267;287;267;267;287;287;267;287;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,29390768624607;0,00000000000000;;"";"";"";"";""
;00006;1;122,102499999944;1;PU;285;330;285;285;330;330;285;330;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,54400000000000;0,00000000000000;;"";"";"";"";""
;00007;1;122,102499999944;1;PU;297;771;297;297;771;771;297;771;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40923951407407;0,00000000000000;;"";"";"";"";""
;00008;2;244,204999999887;1;PU;325;275;325;326;275;275;326;275;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,53997416296296;0,00000000000000;;"";"";"";"";""
;00009;1;122,102499999944;1;PU;332;292;332;332;292;292;332;292;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,38548612608455;0,00000000000000;;"";"";"";"";""
;00010;1;122,102499999944;1;PU;336;558;336;336;558;558;336;558;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,45546666666667;0,00000000000000;;"";"";"";"";""
;00011;1;122,102499999944;1;PU;342;277;342;342;277;277;342;277;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44623644444444;0,00000000000000;;"";"";"";"";""
;00012;1;122,102499999944;1;PU;345;189;345;345;189;189;345;189;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,58571274366420;0,00000000000000;;"";"";"";"";""
;00013;1;122,102499999944;1;PU;369;854;369;369;854;854;369;854;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46223634415144;0,00000000000000;;"";"";"";"";""
;00014;1;122,102499999944;1;PU;410;843;410;410;843;843;410;843;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,22267520417490;0,00000000000000;;"";"";"";"";""
;00015;1;122,102499999944;1;PU;477;829;477;477;829;829;477;829;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,34074951680000;0,00000000000000;;"";"";"";"";""
;00016;1;122,102499999944;1;PU;490;291;490;490;291;291;490;291;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,51131259259259;0,00000000000000;;"";"";"";"";""
;00017;1;122,102499999944;1;PU;529;912;529;529;912;912;529;912;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41520998400000;0,00000000000000;;"";"";"";"";""
;00018;1;122,102499999944;1;PU;592;221;592;592;221;221;592;221;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,31997952000000;0,00000000000000;;"";"";"";"";""
;00019;1;122,102499999944;1;PU;628;204;628;628;204;204;628;204;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39751651783111;0,00000000000000;;"";"";"";"";""
;00020;1;122,102499999944;1;PU;635;459;635;635;459;459;635;459;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46933333333333;0,00000000000000;;"";"";"";"";""
;00021;2;244,204999999887;1;PU;643;653;643;644;653;653;644;653;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,26880000000000;0,00000000000000;;"";"";"";"";""
;00022;1;122,102499999944;1;PU;775;663;775;775;663;663;775;663;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,63386505502551;0,00000000000000;;"";"";"";"";""
;00023;1;122,102499999944;1;PU;819;221;819;819;221;221;819;221;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44693807407407;0,00000000000000;;"";"";"";"";""
;00024;1;122,102499999944;1;PU;904;294;904;904;294;294;904;294;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,33142617247289;0,00000000000000;;"";"";"";"";""
;00025;1;122,102499999944;2;PET;395;509;395;395;509;509;395;509;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,32915477931124;0,00000000000000;;"";"";"";"";""
;00026;1;122,102499999944;2;PET;442;253;442;442;253;253;442;253;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,49607896538485;0,00000000000000;;"";"";"";"";""
;00027;1;122,102499999944;2;PET;594;438;594;594;438;438;594;438;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,37866272662632;0,00000000000000;;"";"";"";"";""
;00028;1;122,102499999944;2;PET;665;623;665;665;623;623;665;623;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,36611291910951;0,00000000000000;;"";"";"";"";""
;00029;2;244,204999999887;2;PET;740;418;740;740;418;419;740;418;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,22145697281264;0,00000000000000;;"";"";"";"";""
;00030;1;122,102499999944;3;PA;767;783;767;767;783;783;767;783;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46412302310716;0,00000000000000;;"";"";"";"";""
;00031;1;122,102499999944;4;PC;251;448;251;251;448;448;251;448;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,22913857448911;0,00000000000000;;"";"";"";"";""
;00032;1;122,102499999944;4;PC;252;447;252;252;447;447;252;447;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,24565119810370;0,00000000000000;;"";"";"";"";""
;00033;1;122,102499999944;4;PC;253;446;253;253;446;446;253;446;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44458059851852;0,00000000000000;;"";"";"";"";""
;00034;1;122,102499999944;4;PC;345;183;345;345;183;183;345;183;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40638843259259;0,00000000000000;;"";"";"";"";""
;00035;1;122,102499999944;4;PC;525;255;525;525;255;255;525;255;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40126795016862;0,00000000000000;;"";"";"";"";""
;00036;1;122,102499999944;4;PC;564;414;564;564;414;414;564;414;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,40938348847407;0,00000000000000;;"";"";"";"";""
;00037;1;122,102499999944;4;PC;672;247;672;672;247;247;672;247;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,36788464648982;0,00000000000000;;"";"";"";"";""
;00038;1;122,102499999944;4;PC;738;417;738;738;417;417;738;417;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,54215534598091;0,00000000000000;;"";"";"";"";""
;00039;1;122,102499999944;5;PMMA;213;218;213;213;218;218;213;218;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,21631131166594;0,00000000000000;;"";"";"";"";""
;00040;1;122,102499999944;5;PMMA;218;220;218;218;220;220;218;220;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44374071832378;0,00000000000000;OK;"";"fragment";"250";"130";""
;00041;1;122,102499999944;5;PMMA;224;217;224;224;217;217;224;217;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,41324467972127;0,00000000000000;;"";"";"";"";""
;00042;1;122,102499999944;5;PMMA;241;726;241;241;726;726;241;726;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,33102178986667;0,00000000000000;;"";"";"";"";""
;00043;1;122,102499999944;5;PMMA;342;560;342;342;560;560;342;560;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,33762666248217;0,00000000000000;;"";"";"";"";""
;00044;2;244,204999999887;5;PMMA;346;567;346;347;567;567;346;567;1,00000000000000;0,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;0,00000000000000;0,27086408961013;0,00000000000000;;"";"";"";"";""
;00045;3;366,307499999831;5;PMMA;355;697;355;356;697;698;355;697;0,70710678118655;-0,70710678118655;2,41421356237311;1,70710678118644;1,41421356237319;135,000000000000;0,32475378740131;0,00000000000000;;"";"";"";"";""
;00046;1;122,102499999944;5;PMMA;358;698;358;358;698;698;358;698;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,29590973523776;0,00000000000000;;"";"";"";"";""
;00047;1;122,102499999944;5;PMMA;513;842;513;513;842;842;513;842;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,39896957413915;0,00000000000000;;"";"";"";"";""
;00048;1;122,102499999944;5;PMMA;517;953;517;517;953;953;517;953;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,44796640694190;0,00000000000000;OK;"";"fragment";"121";"95";""
;00049;9;1098,92249999949;5;PMMA;531;541;531;534;541;544;532;542;0,68318408554219;0,73024619496570;4,51004464655784;3,14367647547357;1,43464019969753;46,9070374171452;0,73519559111111;0,00000000000000;OK;"";"bead";"128";"128";""
;00050;1;122,102499999944;5;PMMA;531;545;531;531;545;545;531;545;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,46240237189954;0,00000000000000;;"";"";"";"";""
;00051;2;244,204999999887;5;PMMA;548;209;548;548;209;210;548;210;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,48846893511111;0,00000000000000;;"";"";"";"";""
;00052;2;244,204999999887;5;PMMA;642;808;642;642;808;809;642;808;0,00000000000000;1,00000000000000;2,00000000000000;1,00000000000000;2,00000000000000;90,0000000000000;0,32694365469359;0,00000000000000;;"";"";"";"";""
;00053;1;122,102499999944;5;PMMA;685;749;685;685;749;749;685;749;0,00000000000000;0,00000000000000;1,00000000000000;1,00000000000000;1,00000000000000;0,00000000000000;0,16886468311648;0,00000000000000;;"";"";"";"";""
